genome_id	gene_symbol
562.99953	MdfA/Cmr
562.102318	PmrB
562.100648	EmrAB-TolC
562.45319	OxyR
562.102032	acrD
562.102311	tetC
562.100653	evgA
562.102009	emrY
562.99767	folP
562.102042	acrE
562.65357	UhpT
562.100683	MarR
562.102298	ompF
562.102164	murA
562.102216	MarR
562.99927	kdpE
562.99957	mdtG
562.102085	GadE
562.1022	kdpE
562.102057	gyrA
562.99913	acrE
562.36289	MdtABC-TolC
562.102163	EmrAB-TolC
562.3105	mdtE
562.34473	mdtH
562.102162	baeR
562.99848	gadW
562.10215	GlpT
562.100654	MdtABC-TolC
562.102072	TEM family
562.10208	rpoC
562.102162	folP
2810404.5	parE
562.100646	mdtO
562.45622	arnA
562.99963	EmrAB-TolC
562.10202	mdtP
562.102059	tolC
562.99932	MdtABC-TolC
562.99902	Ddl
562.102165	S10p
562.67673	ompF
562.10205	MdtEF-TolC
562.102311	mdfA
562.47269	MacA
562.100035	EF-Tu
562.100659	leuO
562.102181	H-NS
562.99955	BlaEC family
562.100664	msbA
562.100645	cpxA
562.100661	rpoB
562.10856	cpxA
562.102033	TolC/OpmH
562.102259	MacB
562.99944	BcrC
562.102259	acrF
562.102077	H-NS
562.99946	PmrE
562.100647	gadX
562.101969	mdtD
562.99788	MacA
562.100643	mdtM
562.102326	rpoC
562.102172	acrA
562.102121	evgA
562.99778	aadA
562.61482	dxr
562.99961	EF-Tu
562.100022	sul2
562.100011	evgA
562.100676	EmrKY-TolC
562.102316	MdtEF-TolC
562.100661	EmrAB-TolC
562.101988	ompF
562.102089	SugE
562.100683	emrA
562.100603	EmrAB-TolC
562.9984	AcrEF-TolC 
562.102278	gyrB
562.10204	AcrZ
562.62944	mdtL
562.99779	emrD
562.102086	AcrAB-TolC
562.102079	Alr
562.102224	Alr
562.102161	EmrAB-TolC
562.30694	ompF
562.102051	AcrAB-TolC
562.99929	S12p
562.99767	mdtC
562.100024	BcrC
562.99901	KatG
562.100037	murA
2810404.5	emrY
562.102157	mgrB
562.102005	rpoB
562.65529	acrE
562.102179	MdtEF-TolC
562.102087	APH(3'')-Ib
562.100024	mdtA
562.102051	dfrA7
562.102282	rho
562.10196	rpoC
562.102022	EmrKY-TolC
562.100646	emrA
562.99783	dfrA1
562.102299	folA, Dfr
562.102193	AcrEF-TolC 
562.61567	patA
562.99782	PgsA
562.1006	bacA
562.100603	mfd
1116141.3	parC
562.102008	S10p
2810404.8	murA
562.102215	acrR
562.102163	floR
562.102184	YojI
562.28678	mdtD
562.102084	YojI
562.102158	folP
562.102181	Ddl
562.102038	mdtN
562.99919	acrB
562.102015	cysB
562.102223	evgS
562.102004	MdtEF-TolC
562.99953	gyrA
562.45326	S12p
562.102217	gyrB
562.99929	ompF
562.100635	mdtC
562.99946	emrB
562.10231	CRP
562.102084	kasA
562.102018	rpoB
562.60273	adiY
562.100664	folP
562.101994	rho
562.48049	EF-Tu
562.99787	AcrAB-TolC
562.102157	TEM-76
562.67449	EF-Tu
562.99858	AcrEF-TolC 
562.102027	MurA
562.4542	folA, Dfr
562.102043	kdpE
562.33523	EmrAB-TolC
562.102184	mdfA
562.102191	mdtK
562.99783	EmrAB-TolC
562.3919	acrR
562.102225	rpoB
562.100642	patA
562.102225	acrS
562.66635	emrE
562.33398	PmrB
562.102043	rpoB
562.62871	mfd
562.102045	MdtEF-TolC
562.66898	acrA
562.99789	rpoB
562.102182	AcrAB-TolC
562.99777	mdtF
562.102009	PhoP
562.102219	GadE
562.102232	mdtH
562.52575	acrF
562.31401	lnuA
562.100623	acrB
562.102147	acrD
562.65598	parC
562.102191	EmrAB-TolC
562.46666	evgA
562.101961	tolC
562.102058	soxR
562.34366	cysB
562.102206	acrE
562.33497	MacB
562.102205	mdtG
562.100665	acrE
562.10207	dfrA14
562.99931	GadE
562.100625	AcrAB-TolC
562.100038	emrB
562.100021	PmrB
562.99927	evgS
562.102059	MdtEF-TolC
562.100655	bacA
562.101969	EF-Tu
562.100658	kasA
562.99839	EF-Tu
562.100011	emrD
562.102071	AcrEF-TolC 
562.102302	inhA, fabI
562.58752	PmrB
562.50787	folP
562.99901	MacB
562.102076	APH(6)-Ic/APH(6)-Id
562.70712	SugE
562.99762	MdtABC-TolC
562.102189	EF-Tu
562.102032	EmrAB-TolC
562.28249	mdtM
562.102028	folP
562.100027	sul2
562.102081	TolC/OpmH
562.99901	inhA, fabI
562.102315	folA, Dfr
562.100027	S12p
562.100013	tolC
562.56805	gadW
562.99939	AcrAB-TolC
562.10207	MdfA/Cmr
562.99767	marA
562.102042	marR
562.102047	sul2
562.102211	AcrAD-TolC
562.99913	mdtH
562.102165	MacB
562.102186	marR
562.102094	emrD
562.101958	tuf
562.102019	H-NS
562.66596	rpoB
562.64236	MdtABC-TolC
562.99916	MdtL
562.102064	MacA
562.10216	folP
562.102176	mdtB
562.102098	SugE
562.9994	gyrA
562.102195	gyrA
562.102026	CRP
562.37083	AcrAB-TolC
562.102049	mdtN
562.102161	PmrB
562.28592	mdtH
562.102148	EmrAB-TolC
562.102206	CRP
562.100653	EmrE
562.102132	baeS
562.102021	GadE
562.100012	EF-Tu
562.102186	EmrAB-TolC
562.100618	emrD
562.102026	acrF
562.101986	dfrA12
562.99902	acrD
562.100664	EmrAB-TolC
562.5406	PgsA
562.99849	rho
562.47363	acrE
562.39052	MdtABC-TolC
562.102154	mdtG
562.102133	KatG
562.100023	mdtO
562.100021	SugE
562.102329	cpxR
562.100642	gadE
562.102161	AcrZ
562.102086	Alr
562.102004	arnA
562.100675	mdtO
562.102073	gadE
562.9992	emrR
562.102269	KatG
562.102034	ompF
562.100642	mdtH
562.100655	mphA
562.102175	kasA
562.102213	PmrF
562.9995	alaS
562.99913	CRP
562.102281	folA, Dfr
562.10204	S12p
562.102011	bacA
562.46842	mdtH
562.102304	ompF
562.102162	EmrD
562.36235	Ddl
562.102172	evgS
562.99848	emrA
562.39106	acrF
562.102037	tolC
562.9994	sul1
562.10206	parE
562.100598	mdtC
562.102189	MurA
562.101978	acrA
562.101978	EmrAB-TolC
562.100023	fyuA
562.102064	MdtABC-TolC
562.102294	gyrB
562.102155	evgA
562.10201	AcrAD-TolC
562.99778	SugE
562.102168	MarR
562.101984	mdtA
562.102052	mdtO
562.99782	mgrB
562.100677	gyrA
562.102164	PmrC
562.102163	baeS
562.102086	mdtA
562.99944	MacB
562.99784	MdtEF-TolC
562.100023	mfd
562.102192	GdpD
562.99897	BcrC
562.102221	GadE
562.102158	PmrE
562.102304	cysB
562.101977	alaS
562.102074	acrB
562.102214	gidB
562.100645	MarR
562.99778	MarR
562.102278	EmrE
562.102089	mdtD
562.102209	MdtEF-TolC
562.102194	mdfA
562.99891	soxR
562.102059	Alr
562.102165	PmrF
1405293.3	folP
562.102303	GdpD
562.99788	EmrKY-TolC
562.100012	EmrAB-TolC
562.99963	MdtABC-TolC
562.100653	alaS
562.102058	BlaEC family
562.102209	H-NS
562.101976	cysB
562.102121	H-NS
562.102322	mdtO
562.10206	MdtABC-TolC
562.100023	H-NS
562.102076	ompF
562.102218	H-NS
562.102061	nfsA
562.100642	PmrE
562.46605	baeS
562.3113	mdtM
562.101961	acrB
562.102065	gidB
562.102016	MacA
562.102298	MarA
562.99929	acrD
562.100654	GadE
562.9995	leuO
562.102233	gadW
562.102051	parC
562.100666	evgA
562.100628	S12p
562.102091	evgA
562.10204	patA
562.100648	SugE
562.102315	leuO
562.102208	MdtL
562.102258	EF-Tu
562.102036	mdtB
562.101977	OxyR
562.41997	PmrC
562.99951	APH(6)-Id
562.102061	TolC/OpmH
562.102316	mdtN
562.102053	EmrAB-TolC
562.102084	ompF
562.10207	cpxR
562.102089	MurA
562.102329	mdtM
562.99898	AcrEF-TolC 
562.102023	MdtEF-TolC
562.99784	evgA
562.102171	aph(3'')-Ib
562.102146	emrY
562.102021	parC
562.10221	MdtABC-TolC
562.101991	AcrEF-TolC 
562.100607	EmrAB-TolC
562.10206	murA
562.102116	baeR
562.99909	emrD
562.100637	emrK
562.102011	EmrKY-TolC
562.102006	MacB
562.102016	acrE
562.102052	mdtH
562.102089	UhpT
562.102181	EmrE
562.102317	msbA
562.102221	folP
562.10204	mdtH
562.99937	alaS
562.102049	EF-Tu
562.3925	Alr
562.99914	H-NS
562.102177	MarB
562.102201	baeR
562.102043	mdtP
562.102019	fyuA
562.9992	CRP
562.102231	EmrKY-TolC
562.102313	marA
562.102073	PgsA
562.102232	PgsA
562.100658	PmrC
562.99929	emrD
562.101984	PmrE
562.101972	kasA
562.99887	acrD
562.102034	acrF
562.102153	patA
562.102088	MdtM
562.99784	EF-Tu
562.102038	MacB
562.102103	MdtL
562.99848	H-NS
562.102198	GadE
562.102317	PgsA
562.99781	mdtL
562.99913	UhpT
562.102006	rpoB
562.100607	mdtF
562.102266	ompF
562.102223	GadE
562.101967	mdtC
562.100025	MarA
562.101993	evgS
562.102194	OxyR
562.102012	parC
562.102077	EmrKY-TolC
562.60282	emrE
562.28309	cpxA
562.100634	AcrZ
562.46515	MdtM
562.102229	EmrKY-TolC
562.100659	H-NS
562.100664	SugE
562.102068	MacB
562.68626	gyrA
562.99767	kasA
562.100654	Ddl
562.102014	acrB
562.99953	MdtEF-TolC
562.100636	MdtABC-TolC
562.10226	AcrAB-TolC
562.60262	AcrZ
562.99777	parE
562.102233	evgS
562.99897	PgsA
562.10231	folA, Dfr
562.102134	folA, Dfr
562.102162	folP
562.33585	H-NS
562.102021	arnA
562.102152	EmrE
868147.3	dxr
562.99959	evgS
562.31074	pmrD
562.102132	CMY-2
562.102049	mdtB
562.9984	acrD
562.102005	gyrB
562.102175	mdtL
562.102085	H-NS
562.102302	gyrA
562.102132	MurA
562.102266	EmrKY-TolC
562.3395	AcrAB-TolC
562.102055	emrY
562.102188	acrA
562.102014	PmrC
562.102061	MacB
562.102076	Ddl
562.102081	acrR
562.100019	parC
562.100601	folA, Dfr
562.99766	mdfA
562.102309	emrY
562.10209	mdtO
562.99929	GlpT
562.102009	gyrB
562.10206	mdtM
562.102028	nfsA
562.102309	emrA
562.47891	evgA
562.99782	msbA
562.101988	AcrAB-TolC
562.100037	acrB
562.99901	cpxR
562.99915	CRP
562.100663	mdtF
562.70578	folP
562.102201	MarB
1151227.3	hns
562.102197	Iso-tRNA
562.102302	mdtO
562.102304	mdtB
562.99839	MacB
562.99762	mdfA
562.10218	marR
562.10231	AcrEF-TolC 
562.45507	MdtEF-TolC
562.102196	MdtEF-TolC
562.102133	AcrAD-TolC
562.102073	emrB
562.46701	MdtL
562.66834	baeR
562.99777	mdtG
562.100021	mdtO
562.102164	cpxR
562.99847	MdtABC-TolC
562.52652	MdtEF-TolC
562.101995	MdtABC-TolC
562.10205	S10p
562.102147	arnA
562.99915	MdtABC-TolC
562.45894	APH(3'')-Ib
562.102319	mdtG
562.60369	oqxA
562.102013	EF-Tu
562.100635	BcrC
562.102018	MurA
562.99903	mdtN
562.102232	marA
562.99919	tolC
562.102093	EF-G
562.101992	mdtK
562.102312	EF-Tu
562.3698	CRP
562.102321	AcrZ
562.102091	mdtO
562.50289	MurA
562.102177	rpoC
562.102226	KatG
562.101992	evgS
562.100012	acrR
562.102042	acrF
562.102161	Ddl
562.102178	EF-Tu
562.100015	folP
562.100639	rho
562.10203	AcrZ
562.102197	MdtEF-TolC
562.102038	AcrAB-TolC
562.102196	rpoC
562.102045	gadX
562.102132	MarB
562.100659	emrA
562.102147	ampC
562.102134	acrD
562.100651	rho
562.102037	PhoP
562.10207	mdtP
562.100611	patA
562.65827	AcrAD-TolC
562.102072	MdtABC-TolC
562.102215	PmrE
562.99786	mdtC
562.60587	PhoP
562.100659	MarR
562.9989	emrB
562.99784	MdtABC-TolC
562.100648	EF-G
562.99951	OxyR
562.100014	gyrB
562.52601	Tet(B)
562.100602	TolC/OpmH
562.10223	EF-G
562.100028	arnA
562.99928	folA, Dfr
562.102058	mdfA
562.10206	mdtN
562.99895	MdtABC-TolC
562.102039	tetM
562.99926	PmrC
562.102161	msbA
562.102044	APH(6)-Id
562.102147	emrB
562.102063	MdtABC-TolC
562.102164	Ddl
562.102041	msbA
562.102042	mdtM
562.100645	gyrB
562.102048	emrD
562.102068	CRP
562.102209	mdtL
562.102084	dfrA14
562.102196	mdtA
562.100602	S10p
562.100019	mdtD
562.47897	dxr
562.102184	APH(3')-I
562.102216	OxyR
562.102204	msbA
562.46431	mdfA
562.9994	kasA
562.99946	msbA
562.102326	rpoB
562.99849	EF-Tu
562.102094	AcrAB-TolC
562.7049	PgsA
562.102088	Ddl
562.102072	mdtP
562.10223	kdpE
562.102158	gidB
562.102041	Iso-tRNA
562.46497	GadE
562.99785	emrR
562.99932	cpxR
562.102257	baeS
562.102315	MdtEF-TolC
562.9994	nfsA
562.102055	parE
562.45785	mdtD
562.102026	mgrB
562.9989	emrE
562.57471	cpxA
562.102299	AcrZ
562.102223	folP
562.102233	mdtN
562.102011	mdtB
562.100603	PmrB
562.10216	rpoB
562.100013	murA
562.102156	CRP
562.102176	EF-Tu
562.102007	dfrA15
562.102221	mdtN
562.102323	OxyR
562.102208	MdfA/Cmr
562.99948	BcrC
562.99926	AcrEF-TolC 
562.99953	mdtN
562.100038	dxr
562.100676	mdtH
562.99786	MdtL
562.102025	marR
562.10223	mdtF
562.99915	acrR
562.102149	emrE
562.101986	parC
562.102048	ompF
562.102133	marR
562.67812	msbA
562.102192	OxyR
562.99925	mdtF
562.102057	acrF
562.100019	mdtL
562.99788	parC
562.102042	AcrAB-TolC
562.100011	murA
562.10208	Alr
562.100675	emrD
562.100643	CMY/CMY-2/CFE/LAT family
562.102027	rpoB
562.99781	alaS
562.102259	baeS
562.102221	mdtL
562.70851	folA, Dfr
562.102315	acrE
562.99778	mdtF
562.102042	MacA
562.102224	gadX
562.102094	rpoB
562.100668	MarB
562.102085	EF-Tu
562.99957	mdtC
562.102059	CRP
562.100607	Ddl
562.99789	emrY
562.102149	leuO
562.101984	baeR
562.9978	Alr
562.64994	rho
562.102159	rpoC
562.100647	leuO
562.100658	baeS
562.102058	rpoB
562.102013	parE
562.100611	emrR
562.100664	acrA
562.100012	BlaEC family
562.102157	EmrD
562.102209	gyrA
562.100655	Mrx
562.99961	GdpD
562.102047	GlpT
562.102326	gadE
562.99961	cpxR
562.102266	tet(C)
562.70785	EmrKY-TolC
562.10226	arnA
562.67812	AcrZ
562.99955	mdtB
562.100661	MacB
562.64916	MdtABC-TolC
562.10223	PgsA
562.102121	gyrB
562.102151	cysB
562.102052	EmrKY-TolC
562.46252	acrF
562.101958	marA
562.99762	gyrB
562.100623	MdtEF-TolC
562.102291	emrD
562.99939	bacA
562.99916	gyrA
562.102165	folA, Dfr
562.100677	nfsA
562.102147	SugE
562.9992	AcrEF-TolC 
562.102012	evgS
562.102086	EmrKY-TolC
562.31354	UhpT
562.99932	AcrAB-TolC
562.99952	kasA
562.102103	inhA, fabI
562.102197	Ddl
562.99783	TEM-1
562.102041	gyrB
562.102036	gadW
562.102063	EmrAB-TolC
562.10232	PgsA
562.102304	mdtA
562.102192	mdtA
562.100647	mdtG
562.102266	EmrAB-TolC
562.33975	AcrAB-TolC
562.102217	leuO
562.100638	PmrE
562.99778	gyrB
562.100038	EF-Tu
562.101961	rpoC
562.102056	EmrKY-TolC
562.102012	leuO
562.102297	folP
562.102324	TolC/OpmH
562.102175	emrB
562.100618	AcrAD-TolC
562.60297	parE
562.102121	ampC
562.99891	folP
562.100019	Ddl
562.102315	PmrB
562.30692	cpxR
562.99938	adiY
562.29068	soxR
562.10003	MdtEF-TolC
562.9995	AcrEF-TolC 
562.102192	mdtB
562.102164	ampC
562.102067	evgA
562.101976	inhA, fabI
562.102209	ompF
562.102315	mdtD
562.100019	acrD
562.100027	marR
562.99787	PgsA
562.34376	mdtA
562.102037	MacB
562.102072	rpoB
562.99858	TolC/OpmH
562.10196	MdtABC-TolC
562.102199	bacA
562.102076	patA
562.47339	MdtABC-TolC
562.102294	YojI
562.57198	BlaEC family
562.62944	nfsA
562.102102	acrF
562.102217	PhoP
562.100677	EmrE
562.100013	folP
562.100028	kasA
562.100625	MdtEF-TolC
562.10201	EF-G
562.102124	catB3
562.100022	mdtO
562.102152	H-NS
562.99762	nfsA
562.102047	BlaEC family
562.10217	Iso-tRNA
2810404.8	folP
562.46986	mdtK
562.102177	mdtE
562.102037	H-NS
562.102086	gyrB
562.102172	mdtD
562.47066	TEM family
562.102317	mdtO
562.99785	dxr
562.28191	acrA
562.102076	TolC/OpmH
562.102049	acrD
562.102161	FloR family
562.102063	MurA
679895.112	gadX
562.102258	KatG
562.99929	MacA
562.102077	PmrE
562.102266	MdtABC-TolC
562.99961	Alr
562.66599	rpoC
562.102031	EmrD
562.102232	MdtEF-TolC
562.99847	SugE
562.102308	mdtG
562.102152	ompF
562.38659	MarA
562.100624	mdtA
562.102159	CmlA family
562.9978	MdtEF-TolC
562.102057	AcrAB-TolC
562.100038	mdtB
562.45713	MarR
562.10217	soxS
562.102287	acrF
562.102078	gyrA
562.54029	rpoB
562.99963	mdtH
562.99932	EF-Tu
562.102216	MurA
562.102067	AcrEF-TolC 
562.102022	parC
562.102041	MdtABC-TolC
562.102177	patA
562.102007	EmrKY-TolC
562.9995	MdtABC-TolC
562.102076	PmrE
562.102091	EmrKY-TolC
562.99909	gadW
562.101993	MacB
562.102271	baeS
562.102295	EmrAB-TolC
562.102073	nfsA
562.99938	marA
562.102146	CmlA family
562.54799	mdtM
562.102259	EF-Tu
562.99903	EF-Tu
562.102005	emrB
562.100602	PmrC
562.100636	YojI
562.99777	acrE
562.100022	mdtE
562.462	tetC
562.102134	MdtL
562.99925	PgsA
562.102103	mdtC
562.102258	marR
562.102038	GdpD
562.34103	AcrAB-TolC
562.30152	UhpT
562.102197	emrB
562.45791	GlpT
562.100653	AcrEF-TolC 
562.100598	EF-G
562.102186	MdtL
562.99957	cysB
562.101969	AcrAB-TolC
562.102226	emrK
562.102052	tolC
562.100663	leuO
562.102265	EF-Tu
562.9994	mdtP
562.102033	QacE
562.102218	BlaEC family
562.39276	mdtF
562.102019	parC
562.102081	BcrC
562.9995	arnA
562.99786	mdfA
562.6035	leuO
562.33724	acrS
562.102018	ompF
562.102215	Iso-tRNA
562.102146	marA
562.99914	Iso-tRNA
562.102187	kasA
562.102067	AcrAB-TolC
562.102205	AcrAB-TolC
562.102285	mdtP
562.102075	gyrB
562.5075	kasA
562.102285	cpxR
562.99947	MdfA/Cmr
562.102006	emrY
562.9984	EF-Tu
562.100642	acrD
562.102078	acrA
562.102035	Ddl
413997.3	cysB
562.99926	BcrC
562.47351	soxR
562.102156	soxR
562.100623	gidB
562.100642	gyrA
562.102013	mdtG
562.102308	gyrA
562.100616	dxr
562.102006	cysB
562.102219	mdtG
562.102012	cpxR
562.102191	OxyR
562.10206	H-NS
562.102277	KatG
562.102017	EmrAB-TolC
562.102319	marA
562.102194	mdtF
562.99952	arnA
562.102044	marR
562.102063	mfd
562.102181	kdpE
562.102195	EmrAB-TolC
562.102181	mdtO
562.42706	alaS
562.102281	baeS
562.99946	CTX-M-15
562.102047	acrS
562.102046	mdtC
562.102224	mdtL
562.10196	mdtH
562.60301	gidB
562.102291	EmrKY-TolC
562.102155	gadE
562.100023	AAC(3)-IIc
562.100618	Alr
562.102079	AcrAD-TolC
562.102016	MurA
562.102027	mdtO
562.65116	gyrB
562.102019	emrB
2810404.7	kasA
562.102259	Alr
562.9812	fusA
562.102038	EmrAB-TolC
562.101992	baeR
562.102003	MarR
562.102228	OxyR
562.102051	sul2
562.99846	MarB
562.102021	mdtO
562.99946	mdtE
562.10201	gyrA
562.102116	AcrZ
562.99947	msbA
562.10217	acrA
562.100021	arnA
562.50612	Iso-tRNA
562.100642	emrR
562.100611	YojI
562.102034	mdtC
562.99944	gadE
562.99966	EmrAB-TolC
562.10065	gadX
562.102178	acrR
562.99966	mdtP
562.100635	MdtEF-TolC
562.45423	NDM-1
562.102086	EF-G
562.102168	FosA3
562.99902	gadW
562.10222	AcrAB-TolC
562.99783	rho
562.102005	mdtN
562.99898	soxR
562.100013	acrB
562.102077	mdtA
562.102323	acrA
562.102047	MacA
562.102012	acrD
562.102304	mdtC
562.100653	fyuA
562.102218	mdtF
562.100623	parE
562.9995	adiY
562.102012	rpoC
562.66784	patA
2810404.6	EmrE
562.100659	cpxR
562.100666	acrR
562.102149	alaS
562.99786	TolC/OpmH
562.102232	EmrKY-TolC
562.102215	ompF
562.102063	AcrAB-TolC
562.99961	gyrB
562.102054	TolC/OpmH
562.102296	mdtO
562.57397	soxS
562.48003	inhA, fabI
562.99904	PmrC
941280.31	soxS
562.102064	acrE
562.102185	MdtL
562.102045	PmrB
562.67235	GdpD
562.99944	GlpT
562.100638	EF-Tu
562.102124	EF-G
562.36276	mdtL
562.102222	acrS
562.101958	MdtEF-TolC
562.99848	gidB
562.99904	tolC
562.102147	baeS
562.102271	GlpT
562.102075	TolC/OpmH
562.102209	emrA
562.50568	msbA
562.102282	acrD
562.102226	Ddl
562.102216	mdtN
562.101994	acrR
562.102213	murA
562.10065	acrA
562.102082	parC
562.46557	mfd
562.9994	aadA
562.100628	cysB
562.57452	dxr
562.102043	MdtEF-TolC
562.10218	MarA
562.1023	MarA
562.99902	mdtF
2810404.7	marR
562.4579	evgS
562.10203	gidB
562.102069	emrA
562.102312	acrE
562.102057	PmrF
562.59238	patA
562.102265	tuf
562.102098	mdtN
562.102061	MarB
562.33269	baeR
1116074.3	mgrB
562.102172	evgS
562.102278	MacB
562.10214	mdtD
562.102315	EmrE
562.102157	EmrAB-TolC
562.100675	Alr
562.10209	gidB
562.100603	Alr
562.101993	MacA
562.102024	acrF
562.102005	rpoB
562.102226	mdtD
562.102208	mgrB
562.102021	AcrEF-TolC 
562.102221	MdtABC-TolC
562.102149	parE
562.36316	acrA
562.100628	Ddl
562.102278	mdtF
562.102172	H-NS
562.99925	kasA
562.100027	Ddl
562.102103	AcrZ
562.102163	mdtK
562.10202	cpxA
562.102075	mdtG
562.99784	MurA
562.99766	PmrE
562.99894	rpoB
562.100658	arnA
562.6964	Mph(A) family
562.102068	UhpT
562.100646	baeR
562.100639	BlaEC family
562.1006	mdtC
562.102043	Ddl
562.99914	Ddl
562.100601	EF-Tu
562.102315	mdtP
562.99932	OxyR
562.10209	AcrAB-TolC
562.99839	CTX-M-55
562.100606	gadE
562.99939	EF-Tu
562.102008	PmrC
562.68487	emrR
562.70499	MdtABC-TolC
562.102042	sul2
562.10216	GadE
562.100649	Alr
562.100637	EmrD
562.99785	bacA
562.102179	EF-Tu
562.99784	mdtO
562.102164	mfd
562.102201	folP
562.102279	MdtABC-TolC
562.102121	mdtP
562.102202	AcrZ
562.36279	folA, Dfr
562.62882	evgS
562.8645	emrD
562.10065	H-NS
562.10202	EmrAB-TolC
562.100639	patA
562.9994	acrA
562.99916	MacA
562.6751	rpoB
562.102201	MdtABC-TolC
562.102286	mgrB
562.99762	folP
562.100646	MdtABC-TolC
562.99787	Iso-tRNA
562.100027	gyrA
562.102029	kdpE
562.102079	gyrA
562.102121	baeR
562.38834	blaEC
562.100662	EmrD
562.101972	MdtL
562.102165	emrB
562.99927	YojI
562.102214	kasA
562.101986	adiY
562.99931	AAC(6')-Ib-cr
562.102066	rho
562.100623	AcrAB-TolC
562.102085	emrR
562.102257	tuf
562.99848	YojI
562.102296	kasA
562.100023	CRP
562.10208	mdtE
562.3636	sul1
562.100664	emrK
562.36548	PmrE
562.102005	mdtE
562.99788	mgrB
562.102045	emrB
562.999	evgS
562.102151	dfrA14
562.10206	leuO
562.9994	murA
562.48233	folP
562.10214	gyrA
562.100649	bacA
562.10196	nfsA
562.99892	mdtC
562.47934	acrR
562.102066	MdtEF-TolC
562.99847	Mph(A) family
562.99892	tetD
562.100628	AcrAB-TolC
562.99767	MdtEF-TolC
562.100654	EmrKY-TolC
562.102287	parE
562.102157	qacH
562.102012	baeR
562.99932	EmrKY-TolC
562.10203	mdtN
562.102058	gyrB
562.99938	BlaEC family
562.102304	EF-Tu
562.779	soxS
562.100603	gyrB
562.101976	acrS
562.99949	mdtG
562.101991	rho
562.102026	tolC
562.99918	marA
562.5836	acrB
562.100021	gyrA
562.99785	Iso-tRNA
562.10214	GdpD
562.100645	mdtL
562.102146	Tet(A)
562.100643	EmrAB-TolC
562.100601	baeR
562.10196	PhoP
562.101992	mfd
562.102287	H-NS
562.102302	mdtP
562.102191	cpxR
562.99789	EmrAB-TolC
562.63044	acrA
562.102188	Alr
562.102233	MdtL
562.102077	baeS
562.99855	murA
562.102161	sul2
562.102188	emrB
562.102227	S10p
562.99954	AcrAB-TolC
562.9989	mdtC
562.102094	mdtP
562.100647	rpoC
562.10226	marR
562.1023	PmrF
562.102147	mdtG
562.102022	MurA
562.52657	mdtF
562.102023	KatG
562.63659	H-NS
562.99895	adiY
562.102292	rpoB
562.3364	Iso-tRNA
562.100675	mdtB
562.61536	mdtN
562.100015	BlaEC family
562.10209	gyrB
562.102058	gyrB
562.9989	emrK
562.100655	MarA
562.102162	acrF
562.102065	EmrAB-TolC
562.102229	rpoC
562.102232	MurA
562.102022	KatG
562.99767	MacA
562.102158	aadA3
562.10233	ompF
562.1023	MdtEF-TolC
562.102038	Alr
562.102211	Ddl
562.102206	mdtL
562.10226	folA, Dfr
562.99954	mdtC
562.99892	mdtN
562.102042	S10p
562.47154	OxyR
941322.148	mdtC
562.99902	mdtG
562.99953	inhA, fabI
562.102233	emrA
562.100599	mdtD
562.102058	gyrA
562.102022	TEM-1
562.10214	MdtM
562.102013	MacA
562.99788	soxS
562.102023	PhoP
562.39365	OxyR
562.9978	adiY
562.10204	mdtP
562.99785	gadW
562.101977	folA, Dfr
562.102183	nfsA
562.101992	rpoC
562.99957	dxr
562.100683	GdpD
562.102286	gadW
562.100618	acrA
562.100662	adiY
562.102025	mdtP
562.67046	mdtD
562.102202	MarA
562.102043	BcrC
562.69704	MdtL
562.9994	acrS
562.102309	EmrD
562.102226	EF-Tu
562.102175	MarR
562.101984	mdfA
562.100677	mdtE
562.100635	baeS
562.100676	PmrC
562.58306	OXA-244
562.34504	MdfA/Cmr
562.102202	AcrAD-TolC
562.102196	inhA, fabI
562.102005	gyrB
562.33408	rpoC
562.61674	mdtK
562.67407	APH(6)-Id
562.101977	rho
562.102177	acrR
562.67231	marA
562.99766	patA
562.102058	folA, Dfr
562.36513	marR
562.102004	mfd
562.102226	MdtEF-TolC
562.102281	murA
562.19259	folP
562.102208	mdtP
562.10222	EmrAB-TolC
562.69632	acrS
562.100665	mdtM
562.102043	rpoB
562.102269	mdtB
562.102013	S10p
562.102198	PmrE
562.102035	MdfA/Cmr
562.102085	rpoB
562.10231	UhpT
562.101986	CRP
562.102146	H-NS
562.10202	mdtA
562.102014	YojI
562.102164	EF-Tu
562.102078	EmrAB-TolC
562.102285	AcrAB-TolC
562.99785	mdtG
562.102161	mdfA
562.99892	MarA
562.100602	acrB
562.102091	mdtF
562.102065	S10p
562.99899	gyrA
562.102293	gadW
562.102159	BcrC
562.100661	AcrAB-TolC
562.100666	acrB
562.102199	gadW
562.99777	MarR
562.100643	mdtG
562.100038	MexAB-OprM
562.36244	dfrA1
562.102047	H-NS
562.99787	EmrKY-TolC
562.99952	soxR
562.102326	msbA
562.102147	MdtEF-TolC
562.102316	acrF
562.99909	mdtE
562.102063	gyrA
562.99916	EF-Tu
562.102197	emrY
562.99948	Tet(A)
562.102323	MdtEF-TolC
562.99909	gyrB
562.102079	patA
562.102083	MdtM
562.38701	MarB
562.102065	mdtL
562.102098	BlaEC family
562.100598	AcrAB-TolC
562.99951	bacA
562.99932	PmrC
562.100023	CTX-M-15
562.102064	GadE
562.102234	cpxR
562.102033	AcrAB-TolC
562.102202	mfd
562.54778	Ddl
562.100659	SugE
562.99951	parE
